case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,10368,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,False,Not mentioned in the opinion.,148620,
18-17274,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,148620,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"Orozco-Lopez and Gonzalez may be entitled to apply for withholding of removal or protection under the Convention Against Torture [(""CAT"")].",7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"Orozco-Lopez and Gonzalez may be entitled to apply for withholding of removal or protection under the Convention Against Torture [(""CAT"")].",7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,Gonzalez told the asylum officer that he was physically harmed twice in Mexico in 2013.,7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,True,"The asylum officer found Orozco-Lopez credible but determined that he had not established a reasonable fear of persecution because, among other reasons, (1) he was not actually harmed during the 2003 incident with the masked men;",7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,7978,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,False,Not mentioned in the opinion.,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,True,A non-citizen may be entitled to apply for withholding of removal or protection under the Convention Against Torture [(“CAT”)].,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,True,A non-citizen may be entitled to apply for withholding of removal or protection under the Convention Against Torture [(“CAT”)].,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,True,Gonzalez told the asylum officer that he was physically harmed twice in Mexico in 2013.,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,True,"He testified that when he sought police assistance after his kidnapping, the police knew who his kidnappers were but refused to help and laughed instead.",59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,True,The asylum officer found Orozco-Lopez credible but determined that he had not established a reasonable fear of persecution,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,59278,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"Although § 1231(a)(5) states that a non-citizen whose prior removal order has been reinstated 'is not eligible and may not apply for any relief under [the INA],' '[a] non-citizen may be entitled to apply for withholding of removal or protection under the Convention Against Torture [(“CAT”)].'",218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"Although § 1231(a)(5) states that a non-citizen whose prior removal order has been reinstated 'is not eligible and may not apply for any relief under [the INA],' '[a] non-citizen may be entitled to apply for withholding of removal or protection under the Convention Against Torture [(“CAT”)].'",218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"Gonzalez told the asylum officer that he was physically harmed twice in Mexico in 2013. In the first incident, he went to pick up money that his family had sent him and was surrounded by several individuals who assaulted and robbed him. In the second incident, Gonzalez took a bus to Mexicali to look for help coming to the United States. Three people offered to help but instead kidnapped Gonzalez and held him for ransom.",218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_government_actor,False,"The asylum officer found Gonzalez credible, but determined that he could not establish persecution or torture because he had not been targeted on account of any protected ground and was harmed only by criminals.",218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_credibility_finding,True,"The asylum officer found Orozco-Lopez credible but determined that he had not established a reasonable fear of persecution... The IJ found him credible but concluded that he had not shown past harm based on a protected ground... The asylum officer found Gonzalez credible, but determined that he could not establish persecution or torture...",218878,
20-70127,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,218878,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,withholding_requested,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,CAT_requested,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,persecutor_government_actor,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,credibility_credibility_finding,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4157,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,asylum_requested,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,withholding_requested,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,CAT_requested,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_political_opinion,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,protected_ground_particular_social_group,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_physical_violence,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,past_persecution_death_threats,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,persecutor_government_actor,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,credibility_credibility_finding,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,deepseek-ai/deepseek-v4-flash,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,5038,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,45980,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,False,Not mentioned in the opinion.,45980,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,False,Not mentioned in the opinion.,45980,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,45980,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,45980,
16-73915,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,45980,
